title,price,location,district,floor,room,bedroom,bathroom,livingroom,kitchen,parking,link
"Commercial Cum Residential Building On Sale At Tinkune, Kathmandu","1,90,00,000",Kathmandu,Kathmandu,Four Floors,,10 Bed Room,5 Bath Room,1 Living Room,1 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7898
"Commercial Cum Residential Building On Sale At Tinkune, Kathmandu","5,00,00,000","KathmanduOpposite of Tinkune Ground, Nearby Prabhu Bank.",KathmanduOpposite of Tinkune Ground,Five Floors,,18 Bed Room,7 Bath Room,2 Living Room,2 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7897
Commercial House For Sale Near Grande Hospital,"3,75,00,000","Kathmandu, Tokha",Kathmandu,Four Floors,,18 Bed Room,7 Bath Room,2 Living Room,2 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7896
"Commercial Cum Residential House On Sale At Dallu, Kathmandu","2,90,00,000","Kathmandu, Changal Marg50 meter near from District Education Board office.",Kathmandu,Three And Half Floors,,8 Bed Room,4 Bath Room,2 Living Room,3 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7895
Well furnished three bedroom house On Sale At Bharatapur Chitwan,"2,50,00,000","Chitwan, Bharatpur, Rampur roadLocation",Chitwan,Two Floors,,3 Bed Room,3 Bath Room,1 Living Room,1 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7881
"Residential House On Sale At Tokha, Kathmandu","1,70,00,000","Kathmandu, Tokha, Saibaba Chowk1.5 KM from Hattigouda Chowk, Budhanilkantha Main road.",Kathmandu,Two And Half Floors,,7 Bed Room,3 Bath Room,2 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7880
"House On Sale At Samakhusi, Kathmandu","4,75,00,000",Kathmandu,Kathmandu,Two And Half Floors,,7 Bed Room,3 Bath Room,2 Living Room,2 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7879
"Commercial Building For Sale At Chapali Ghumti, Budhanilkantha","6,00,00,000","Kathmandu, Budhanilkantha, Chapali GhumtiOpposite of budhanilkantha municipality ward no 2 office.",Kathmandu,Three Floors,,6 Bed Room,6 Bath Room,1 Living Room,1 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7874
Bcl-ramkot-71as,"2,84,35,000","Kathmandu, Nagarjun",Kathmandu,Two And Half Floors,,4 Bed Room,4 Bath Room,1 Living Room,1 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7871
Brand New Residential House At Chakrapath Basundhara Maharajgunj,"2,75,00,000",Kathmandu,Kathmandu,Two And Half Floors,,6 Bed Room,5 Bath Room,2 Living Room,2 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7854
"Booking Open, Thulo Bharyang New Houses In Small Colony Of 4 Houses","3,20,00,000",Kathmandu,Kathmandu,Two And Half Floors,,6 Bed Room,5 Bath Room,2 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7853
"Residential House On Sale At Sukedhra, Kathmandu","2,77,00,000","Kathmandu, New Colony400 meters near from Sukedhara Chowk and Dhumbarahi Chowk, Ring Road.",Kathmandu,Two And Half Floors,,7 Bed Room,6 Bath Room,3 Living Room,3 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7852
Fully Furnished Residential Modern Bungalow House on Sale at Kapan Height,"5,25,00,000","Kathmandu, Budhanilkantha, Kapan Height",Kathmandu,Two And Half Floors,,5 Bed Room,5 Bath Room,3 Living Room,1 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7850
Bcl -ramkot 45 F,"3,22,62,000","Kathmandu, Nagarjun",Kathmandu,Two And Half Floors,,4 Bed Room,3 Bath Room,1 Living Room,1 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7846
"Residential House On Sale At Lolang, Kathmandu ( Price is Negotiable )","1,95,00,000","Kathmandu, Tarkeshwor3 KM from New Bus Park, Gongabu, Ring Road.",Kathmandu,Three Floors,,6 Bed Room,5 Bath Room,2 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7843
"Residential House On Sale At Sanagaun, Lalitpur","1,10,00,000","Lalitpur, MahalaxmiExactly 3 KM from Gwarko Chowk, Ring Road.",Lalitpur,One Floors,,2 Bed Room,1 Bath Room,1 Living Room,1 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7839
"Residential House On Sale At Nakhkhu, Lalitpur","3,40,00,000","Lalitpur, Aananda Marg200 meters from Nepal Mediciti Hospital",Lalitpur,Two And Half Floors,,4 Bed Room,4 Bath Room,2 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7834
"Residential House ON Sale At Thaiba, Lalitpur","1,75,00,000","Lalitpur, Godawari4 KM from Satdobato Chowk, Ring Road.",Lalitpur,Two And Half Floors,,5 Bed Room,3 Bath Room,3 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7833
"Residential House On Sale At Jadibuti, Kathmandu","2,00,00,000","Kathmandu, Narephant400 Meters Near from Jadibuti Chowk.",Kathmandu,Two Floors,,4 Bed Room,2 Bath Room,2 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7832
"House on Sale at veenas residency , Tokha","3,25,00,000","Kathmandu, Tokha",Kathmandu,Two And Half Floors,,3 Bed Room,3 Bath Room,1 Living Room,1 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7824
Bcl-ramkot-31h,"3,07,47,000","Kathmandu, Nagarjun, Ramkot",Kathmandu,Three Floors,,4 Bed Room,4 Bath Room,1 Living Room,1 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7822
"Commercial Building On Sale / Rent At Kuleshwor, Kathmandu","10,00,00,000","Kathmandu, University Rode",Kathmandu,Six And Half Floors,,4 Bed Room,7 Bath Room,1 Living Room,1 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7817
"Residential Bungalow On Sale At Bhangal, Kathmandu","1,95,00,000","Kathmandu, Budhanilkantha, Om Nagar1.5 KM from Special Chowk, Budhanilkantha Main Road",Kathmandu,Two And Half Floors,,3 Bed Room,4 Bath Room,2 Living Room,1 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7816
बानियाटार काठमाडौँमा आवासीय घर विक्रिमा,"2,25,00,000","Kathmandu, Tokha, Indryayani bridge, Miteri Tole2.5 KM from new Bus Park, Gongabu Ring Road.",Kathmandu,Two And Half Floors,,6 Bed Room,4 Bath Room,2 Living Room,2 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7805
"Commercial Cum Residential House On Sale At Jorpati, Kathmandu","2,30,00,000","Kathmandu, Gokarneshwar, Shiva Chowk",Kathmandu,Two And Half Floors,,8 Bed Room,3 Bath Room,1 Living Room,1 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7801
"Residential Bungalow On Sale At Kapan, Kathmandu","3,30,00,000","Kathmandu, Budhanilkantha, Ward No.",Kathmandu,Two And Half Floors,,3 Bed Room,5 Bath Room,2 Living Room,1 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7800
"Residential House On Sale At Manamaiju, Kathmandu","2,30,00,000","Kathmandu, Tarkeshwor, Ward No.",Kathmandu,Two And Half Floors,,12 Bed Room,6 Bath Room,2 Living Room,5 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7793
"Commercial Cum Residential House On Sale At Jorpati, Kathmandu","2,75,00,000","Kathmandu, Gokarneshwar, Boudha, Tamang Gumba400 meters near from Boudhanath Sadak.",Kathmandu,Four Floors,,4 Bed Room,7 Bath Room,3 Living Room,1 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7791
"Commercial Cum Residential House On Sale At Thamel, Nearby Sohrekhutte","3,60,00,000","Kathmandu, Sohrakhutte, Ward No.",Kathmandu,Five And Half Floors,,15 Bed Room,6 Bath Room,1 Living Room,1 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7790
"Residential Land On Sale At Imadol, Lalitpur","1,55,00,000","Lalitpur, Mahalaxmi, Shital Height2.5 KM from Gwarko Chowk, Ring Road",Lalitpur,Two And Half Floors,,5 Bed Room,3 Bath Room,2 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7787
"Residential Semi Bungalow On Sale At Baneshwor, Kathmandu","5,25,00,000","Kathmandu, Katyani Temple50 meter near from Babylon School and Katyani Temple.",Kathmandu,Two And Half Floors,,7 Bed Room,5 Bath Room,2 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7786
Bcl Ramkot -12c,"2,51,40,000","Kathmandu, Nagarjun",Kathmandu,Two And Half Floors,,3 Bed Room,3 Bath Room,1 Living Room,1 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7785
commercial house sale in khusibu main road,"2,90,00,000","Kathmandu, Khusibu",Kathmandu,Two And Half Floors,,6 Bed Room,3 Bath Room,1 Living Room,1 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7783
"Residential Bungalow On Sale At Budhanilkantha, Kathmandu","12,00,00,000","Kathmandu, Bishnu Budhanilkantha, Bhairab Marg300 meters near from Deuba Chowk, Budhanilkantha Main road.",Kathmandu,Two And Half Floors,,5 Bed Room,5 Bath Room,2 Living Room,1 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7782
House On Sale - Brihat Community Living Bhainsepati - 16 C,"2,62,02,000","Lalitpur, Khokana (Karyabinayak)3.5 km from Ringroad",Lalitpur,Two And Half Floors,,4 Bed Room,4 Bath Room,1 Living Room,1 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7781
"Residential Bungalow On Sale At Budhanilkantha, Kathmandu","7,00,00,000","Kathmandu, Budhanilkantha, Pasikot500 meters near from Ganesh School chowk, Budhanilkantha main road.",Kathmandu,Three And Half Floors,,7 Bed Room,8 Bath Room,2 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7776
"House For Sale At Thankot , Chandragiri","1,69,93,000","Kathmandu, Chandragiri",Kathmandu,Two And Half Floors,,3 Bed Room,3 Bath Room,2 Living Room,1 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7770
"Residential House On Sale At Imadol, Lalitpur","2,40,00,000","Lalitpur, Mahalaxmi, Naya Basti1 KM from Gwarko Chowk, Ring road.",Lalitpur,Two And Half Floors,,5 Bed Room,3 Bath Room,3 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7768
Modern Bungalow 13 A On Sale Inside Brihat Cluster At Balkhu,"2,74,79,000","Kathmandu, Brihat ClusterAshram Marg, Balkhu, Kathmandu",Kathmandu,Two And Half Floors,,4 Bed Room,4 Bath Room,1 Living Room,1 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7764
"Residential House On Sale At Imadol, Lalitpur","1,55,00,000","Lalitpur, Mahalaxmi, Binayak Tole2 KM From Gwarko Chowk, Ring Road.",Lalitpur,Three Floors,,4 Bed Room,3 Bath Room,1 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7759
Commercial House With 3 Shutters on Sale at Imadol,"1,25,00,000","Lalitpur, Mahalaxmi, BalkumariNearby Central Engineering college",Lalitpur,Two And Half Floors,,5 Bed Room,3 Bath Room,1 Living Room,1 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7757
"Brihat Community Living, Bhaisepati 21 A","2,57,08,000",Lalitpur,Lalitpur,Two And Half Floors,,4 Bed Room,4 Bath Room,1 Living Room,1 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7756
"Residential House On Sale At Kapan, Kathmandu","1,50,00,000","Kathmandu, Budhanilkantha",Kathmandu,Two And Half Floors,,6 Bed Room,3 Bath Room,2 Living Room,2 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7753
"Brihat Community Living, Ramkot 30 G","2,81,22,000","Kathmandu, Nagarjun, Ramkot",Kathmandu,Two And Half Floors,,4 Bed Room,3 Bath Room,1 Living Room,1 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7751
"Residential Bungalow On Sale At Hepali Height, Kathmandu","7,00,00,000","Kathmandu, Budhanilkantha, Hepali HeightWard No.",Kathmandu,Two Floors,,5 Bed Room,3 Bath Room,1 Living Room,1 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7748
"Commercial House On Sale At Koteshwor, Kathmandu","1,85,00,000","Kathmandu, Ward No.",Kathmandu,Four Floors,,8 Bed Room,4 Bath Room,1 Living Room,1 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7747
"Residential House On Sale At Aaloknagar, Kathmandu","1,30,00,000","Kathmandu, Aloknagar,Binayak Dhurba MargHouse No.198",Kathmandu,Two And Half Floors,,6 Bed Room,3 Bath Room,1 Living Room,1 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7745
"Residential House ON Sale At Imadol, Lalitpur","1,35,00,000","Lalitpur, Mahalaxmi, Sitapakha2.5 KM from Gwarko Chowk, Ring Road.",Lalitpur,Three Floors,,3 Bed Room,3 Bath Room,1 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7740
Residential semi Bungalow on sell @Budhanilkantha,"3,25,00,000","Kathmandu, Budhanilkantha, Ward No",Kathmandu,Two And Half Floors,,7 Bed Room,3 Bath Room,2 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7738
"Residential House On Sale At Gongabu, Kathmandu","2,80,00,000","KathmanduJust 200 meters near from Gongabu Chowk, Ring Road.",KathmanduJust 200 meters near from Gongabu Chowk,Three Floors,,9 Bed Room,3 Bath Room,3 Living Room,3 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7735
"Commercial House On Sale At New Bus Park, Kathmandu","4,05,00,000","Kathmandu, MitranagarEkta Marg.",Kathmandu,Three Floors,,14 Bed Room,3 Bath Room,2 Living Room,1 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7728
"Residential Houses On Sale At Dhungedhara, Kathmandu","2,50,00,000","Kathmandu, Ward No.",Kathmandu,Three Floors,,6 Bed Room,3 Bath Room,2 Living Room,2 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7727
Semi Furnished House for Sale,"6,50,00,000","Kathmandu, Sheshmati1.2 kms ahead from Balaju.",Kathmandu,Four Floors,,8 Bed Room,7 Bath Room,3 Living Room,3 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7726
"Commercial Land With Buildings On Sale At Sundarijal, Kathmandu","7,00,00,000","Kathmandu, Gokarneshwar, Sundarijal, B.P. Chowk1 KM Before Sundarijal Bus Station.",Kathmandu,Four Floors,,12 Bed Room,16 Bath Room,3 Living Room,1 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7723
"Residential house on Sale at Lalitpur-15, ICIMOD,Shantinagar,Khumaltar.","2,65,00,000","Lalitpur, Shantinagar1 km from satdobato chowk ringroad.",Lalitpur,Two And Half Floors,,6 Bed Room,4 Bath Room,2 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7721
"House On Sale At Kapan , Kathmandu","2,50,00,000","Kathmandu, Bishnu Budhanilkantha",Kathmandu,Two And Half Floors,,5 Bed Room,3 Bath Room,2 Living Room,2 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7715
"House On Sale At Kapan , Kathmandu","1,35,00,000","Kathmandu, Bishnu Budhanilkantha",Kathmandu,Two And Half Floors,,5 Bed Room,3 Bath Room,2 Living Room,2 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7714
"House On Sale At Chawahil , Kathmandu","1,40,00,000",Kathmandu,Kathmandu,Two And Half Floors,,5 Bed Room,3 Bath Room,2 Living Room,2 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7712
"House On Sale At Budhanilkantha , Kathmandu","1,50,00,000","Kathmandu, Bishnu Budhanilkantha",Kathmandu,Two And Half Floors,,5 Bed Room,3 Bath Room,2 Living Room,2 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7708
Residential House On Sale At Chitwan,"1,17,00,000","Chitwan, Bharatpur1 KM from Cancer hospital.",Chitwan,Two And Half Floors,,6 Bed Room,2 Bath Room,1 Living Room,1 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7699
"Residential House On Sale At Kapan, Kathmandu","1,30,00,000","Kathmandu, Budhanilkantha, Jordhara1.2 KM from Sukedhara Chowk, Ring Road.",Kathmandu,Two And Half Floors,,6 Bed Room,2 Bath Room,1 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7698
"Commercial Cum Residential House On Sale At New Thimi, Bhaktapur","2,00,00,000","Bhaktapur, Suryabinayak, Shankhadhar Chowk100 meters South from Shankhadhar Chowk, Araniko Highway.",Bhaktapur,Three Floors,,6 Bed Room,3 Bath Room,2 Living Room,2 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7696
"ललितपुरको धोबिघाटमा पानि,बत्ति तथा ढलको सम्पूर्ण सुविधा भएको ७आना २ पैसा क्षेत्रफलमा बनेको आधुनिक ३ तल्ले घर विक्रिमा!","5,50,00,000","Lalitpur, Parma Tole200 meters near from Thado Dhunga Chowk.",Lalitpur,Three Floors,,9 Bed Room,4 Bath Room,3 Living Room,3 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7692
"Residential Bungalow House On Sale At Bhainsepati, Nakhudol","1,85,00,000","Lalitpur, Nakhudol",Lalitpur,Two And Half Floors,,3 Bed Room,4 Bath Room,1 Living Room,1 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7691
"Residential House On Sale At Dholahiti, Lalitpur","2,40,00,000","Lalitpur, Dholahiti, Ward No.",Lalitpur,Two And Half Floors,,5 Bed Room,3 Bath Room,1 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7688
भैंसेपाटीमा नयाँ घर बिक्रिमा !! 285 Lakh ( Negotiable ),"2,85,00,000",Lalitpur,Lalitpur,Two And Half Floors,,4 Bed Room,3 Bath Room,2 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7677
"Commercial Cum Residential House On Sale At Imadol, Lalitpur","1,70,00,000","Lalitpur, Mahalaxmi, Shital Height2.5 KM from Gwarko Chowk, Ring Road.",Lalitpur,Two And Half Floors,,5 Bed Room,3 Bath Room,2 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7664
"Residential Semi Bungalow On Sale At Harisiddhi, Lalitpur","2,50,00,000","Lalitpur, Mount View ResidencyHouse No.",Lalitpur,Two And Half Floors,,5 Bed Room,4 Bath Room,2 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7661
"Residential Bungalow On Sale At Bhaisepati, Lalitpur","2,45,00,000","Lalitpur, Khadkagaun2 KM from Ekantakuna Chowk, Ring Road, nearby WAI WAI factory.",Lalitpur,Two And Half Floors,,5 Bed Room,5 Bath Room,1 Living Room,1 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7660
"Residential House On Sale At Bhainsepati, Lalitpur","3,00,00,000",Lalitpur,Lalitpur,Two And Half Floors,,6 Bed Room,5 Bath Room,2 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7658
Hotel on sell at dhulikhel 12 years lease time remaining on contract,"14,00,00,000","Kavreplanchowk, Dhulikhel, Bhatte DandaJust 2.5 KM from Dhulikhel, Araniko Highway.",Kavreplanchowk,Two And Half Floors,,15 Bed Room,18 Bath Room,2 Living Room,1 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7656
Residential House At Paiyataar Tarakeshwor On Sale,"1,70,00,000","Kathmandu, Tarkeshwar, Paiyataar2 KM from Machhapokhari Chowk, Ring Road.",Kathmandu,Two And Half Floors,,5 Bed Room,4 Bath Room,1 Living Room,1 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7654
"Residential House On Sale At Sitapaila, Kathmandu","3,75,00,000","Kathmandu, Nagarjun, Aadeshwor ColonyExactly 1.9 KM from Sitapaila Chowk, Ring Road.",Kathmandu,Two And Half Floors,,5 Bed Room,4 Bath Room,2 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7652
"Residential House On Sale At Bhainsepati, Lalitpur","3,00,00,000","Lalitpur, Karyabinayak, Nakhu400 meters near from Nakhu Bridge, Nepal Mediciti Hospital, Phulbari",Lalitpur,Two And Half Floors,,5 Bed Room,4 Bath Room,2 Living Room,2 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7645
"Residential House On Sale At Mulpani, Kathmandu","2,27,00,000","Kathmandu, Kageshwari Manohara, Green Hill City",Kathmandu,Two And Half Floors,,5 Bed Room,4 Bath Room,2 Living Room,1 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7643
"Residential House On Sale At Sukedhara, Kathmandu","3,70,00,000","Kathmandu, Blue Bridge200 meters near from Sukedhara Chowk, Ring Road.",Kathmandu,Three And Half Floors,,9 Bed Room,6 Bath Room,3 Living Room,3 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7641
"Residential House On Sale At Kalanki, Kathmandu","4,00,00,000","Kathmandu, Sunar Gaun, Link RoadIn between Kalanki Chowk Ring Road and Kalimati",Kathmandu,Three And Half Floors,,9 Bed Room,3 Bath Room,3 Living Room,3 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7640
"Residential House On Sale At Toudaha, Kathmandu","1,30,00,000","Kathmandu, Kirtipur, Kirtipur Municipality Ward No.",Kathmandu,Three And Half Floors,,8 Bed Room,2 Bath Room,1 Living Room,1 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7638
भैंसेपाटी नक्खुमा Modern Bungalow बिक्रिमा !! 190 Lakh (Negotiable ),"1,90,00,000",Lalitpur,Lalitpur,Two And Half Floors,,4 Bed Room,3 Bath Room,1 Living Room,1 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7633
"Residential  House On Sale At Nakhu, Lalitpur","1,80,00,000",LalitpurNearby Nepal Mediciti Hospital,LalitpurNearby Nepal Mediciti Hospital,Two And Half Floors,,4 Bed Room,3 Bath Room,2 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7632
"Residential House On Sale At Kandaghari, Kathmandu","2,20,00,000","Kathmandu, Kageshwari Manohara, Sangam Hatemalo4 KM far from Jadibuti Chowk, Araniko Highway.",Kathmandu,Three Floors,,5 Bed Room,3 Bath Room,3 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7628
"Residential House On Sale At Imadol, Lalitpur","2,10,00,000","Lalitpur, Mahalaxmi, Rajkulo2 KM from Gwarko Chowk, Ring Road.",Lalitpur,Two And Half Floors,,5 Bed Room,3 Bath Room,2 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7626
"Residential House On Sale At Imadol, Lalitpur","2,25,00,000","Lalitpur, Mahalaxmi, Google Tole2 KM from Gwarko Chowk, Ring Road",Lalitpur,Two And Half Floors,,6 Bed Room,3 Bath Room,3 Living Room,3 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7624
"Residential House On Sale At Kapan, Kathmandu","1,48,00,000","Kathmandu, Budhanilkantha",Kathmandu,Two And Half Floors,,5 Bed Room,4 Bath Room,2 Living Room,2 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7622
"Residential House On Sale At Thaiba, Lalitpur","2,30,00,000","Lalitpur, Godawari, Comfort Housing Phase-I",Lalitpur,Two And Half Floors,,5 Bed Room,4 Bath Room,2 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7621
Semi Furnished 2.5 Stores Residential Bungalow For Sale At Gothatar,"2,75,00,000","Kathmandu, Kageshwari Manohara, Airport Nagar700 meter from Khahare chowk petrol Pump.",Kathmandu,2.5 Floors,,3 Bed Room,5 Bath Room,1 Living Room,1 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7618
"Residential house for sale At Thasikhel, Lalitpur","4,50,00,000","Lalitpur, Yagya marg, Ward No",Lalitpur,Three And Half Floors,,6 Bed Room,4 Bath Room,3 Living Room,3 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7617
"Residential house on sale at Imadol, Lalitpur","1,50,00,000","Lalitpur, Mahalaxmi, ImadolLA compound ko paxadi.",Lalitpur,Two and half Floors,,4 Bed Room,4 Bath Room,1 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7613
"Residential House On Sale At Kapan, Kathmandu","2,60,00,000","Kathmandu, Budhanilkantha, Jyotinagar",Kathmandu,Two And Half Floors,,6 Bed Room,4 Bath Room,2 Living Room,2 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7611
"House on Sale @ Imadol, lalitpur","1,78,00,000","Lalitpur, Mahalaxmi, Imadol1.8 km from Gwarko main road,Little Angels school ko paxadi",Lalitpur,Two and half Floors,,5 Bed Room,4 Bath Room,1 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7610
"Residential HouSe On Sale At Thulo Bharyang, Kathmandu","2,15,00,000","Kathmandu, Nagarjun, Thulo Bharyang, Gairigau700 meters from Thulo Bharyang Chowk, Ring Road.",Kathmandu,Two And Half Floors,,5 Bed Room,4 Bath Room,2 Living Room,2 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7609
"Residential House On Sale At Imadol, Lalitpur","1,75,00,000","Lalitpur, Mahalaxmi, Shital Height2 KM from Gwarko Chowk, Ring Road.",Lalitpur,Two And Half Floors,,5 Bed Room,3 Bath Room,2 Living Room,2 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7608
"Residential House On Sale At Imadol, Lalitpur","2,00,00,000","Lalitpur, Mahalaxmi, Shital Height2.5 KM from Gwarko Chowk, Ring Road.",Lalitpur,Two And Half Floors,,4 Bed Room,3 Bath Room,2 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7600
"House On Sale At Pokhara (Amarsingh Marg), Kaski","5,75,00,000","Kaski, PokharaAmarsingh Marg next to the washing zone car washing center",Kaski,One And Half Floors,,4 Bed Room,3 Bath Room,2 Living Room,2 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7597
"House on Sale at Civil Homes -Phase II, Tinthana ( Price Is Negotiable )","2,30,00,000","Kathmandu, Tinthana1.5 KM from Kalanki Chowk Ring Road.",Kathmandu,Two And Half Floors,,3 Bed Room,4 Bath Room,2 Living Room,1 Kitchen,0,http://www.1ropani.com/HouseDetail.aspx?ID=7595
"Residential House On Sale At Imadol, Lalitpur","1,80,00,000","Lalitpur, Mahalaxmi, Timalsina Chowk100 meter from Imadol Police Bid and Mahalaxmi Municipality office.",Lalitpur,Two And Half Floors,,4 Bed Room,3 Bath Room,2 Living Room,2 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7590
"Fully Parqueted Residential House On Sale At Nakhu, lalitpur","2,50,00,000","Lalitpur, MedicitiJust 2 KM from Ekantakuna Chowk, Ring road.",Lalitpur,Two And Half Floors,,5 Bed Room,4 Bath Room,2 Living Room,1 Kitchen,1,http://www.1ropani.com/HouseDetail.aspx?ID=7585
